Time,Token,Action,Address,Amount
2024-04-24 05:00,USDC,FROM,0xa4151ea9b0d9b748760f9ba358c62a91bd061e54,1473.29
2024-04-24 05:00,USDC,FROM,0x4622c858deceda4d28a0fadf5e6ac17826aa73a4,2535.54
2024-04-30 10:00,USDC,FROM,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,2032.0
2024-05-06 05:00,USDC,FROM,0x76f13c4af0b605b4d5de9f8739436a68255ddf33,2850.0
2024-05-07 16:00,USDT,TO,0x75ff84530c0628485127c8501fad8a555307488c,33500.0
2024-05-08 06:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,34020.46
2024-05-08 08:00,USDC,FROM,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,3052.0
2024-05-08 12:00,USDT,FROM,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,3000.0
2024-05-08 13:00,USDC,FROM,0xbf3de3a73b0265db7e123a219dc1460e1d4e6f15,9000.0
2024-05-08 13:00,USDC,FROM,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,15000.0
2024-05-11 11:00,USDC,TO,0x75ff84530c0628485127c8501fad8a555307488c,100000.0
2024-05-11 14:00,USDT,FROM,0x77763143b15b916cf6d9851a07009a547ebb21c0,1080.0
2024-05-12 10:00,USDC,FROM,0xee2ef18379fe73302793ebf2929c6176b78723a6,3000.0
2024-05-13 08:00,USDC,FROM,0x4d924e53068a643b0873cdb36a15a7f522648088,6650.0
2024-05-14 17:00,USDC,FROM,0x4b85f34abc79c3fb2c82c4c84c1bf1adbcee2de4,5000.0
2024-05-15 11:00,USDC,FROM,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,22741.53
2024-05-15 11:00,USDC,FROM,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,6000.0
2024-05-15 11:00,USDC,FROM,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,5000.0
2024-05-15 11:00,USDC,FROM,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000.0
2024-05-15 11:00,USDC,FROM,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,5000.0
2024-05-15 11:00,USDC,FROM,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4000.0
2024-05-19 14:00,USDC,FROM,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000.0
2024-05-21 12:00,USDC,FROM,0x96483e41a8cb640bb64eaecf8326ecd9acf7bf93,2000.0
2024-05-23 08:00,USDC,TO,0x75ff84530c0628485127c8501fad8a555307488c,100000.0
2024-05-23 08:00,USDC,FROM,0x302f1ec46029a00457b1929c1aa5610471e9c682,3607.93
2024-05-23 08:00,USDC,FROM,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,46466.25
2024-05-23 08:00,USDC,FROM,0x8e4bdeec7ceb9570d440676345da1dce10329f5b,5000.0
2024-05-28 11:00,USDC,FROM,0x85ff339d884ff56ba642fd6f91d084a133388759,10.0
2024-05-28 11:00,USDC,TO,0x85ffadde3ba0e1b5263b01f714a7c10692de8759,10.0
2024-05-28 11:00,USDC,FROM,0x85ff339d884ff56ba642fd6f91d084a133388759,79990.0
2024-05-29 09:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,159818.738393
2024-05-29 09:00,USDC,FROM,0x955dcfe0104a63c2457a69a63a18ab9fb17163bf,59990.0
2024-05-29 09:00,USDC,FROM,0x0d0707963952f2fba59dd06f2b425ace40b492fe,99990.0
2024-05-29 10:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,449623.936982
2024-05-29 10:00,USDC,FROM,0x85ff339d884ff56ba642fd6f91d084a133388759,10.0
2024-05-29 10:00,USDC,TO,0x85ffb7c6e0e2c1056d26de4f84647697036e8759,10.0
2024-05-29 10:00,USDC,FROM,0x54ed87d2e83fce80b8717f11c84005144a2796d1,10.0
2024-05-29 10:00,USDC,FROM,0x85ff339d884ff56ba642fd6f91d084a133388759,10.0
2024-05-29 10:00,USDC,FROM,0xdaa3435c841dc490834f04abf5a90da461c7c4e2,10.0
2024-05-29 10:00,USDC,TO,0xdaa3e2c6b546db33cdb63fc09909cea2970cc4e2,10.0
2024-05-29 10:00,USDC,TO,0xdaa31c94ee1e9281de885fc7851dce9541bac4e2,10.0
2024-05-29 11:00,USDC,TO,0xdaa39c5a21636717ad7ab00e1175849a6b33c4e2,10.0
2024-05-29 11:00,USDC,TO,0xdaa363487b7bf34649d27f6291a60659fe3cc4e2,10.0
2024-05-29 11:00,USDC,TO,0xdaa3698f04d4e665a5d2048797c901dc3ecec4e2,10.0
2024-05-29 11:00,USDC,TO,0xdaa3ad36603ab814a93cf8fa271621cbe53bc4e2,10.0
2024-05-29 11:00,USDC,TO,0xdaa328774101c4254050bb9af6cac3d27368c4e2,10.0
2024-05-29 11:00,USDC,TO,0xdaa37405c1f1bb3d13bdd5a1fa044cff7999c4e2,10.0
2024-05-29 11:00,USDC,FROM,0x54ed87d2e83fce80b8717f11c84005144a2796d1,74990.0
2024-05-29 11:00,USDC,FROM,0xdaa3435c841dc490834f04abf5a90da461c7c4e2,149990.0
2024-05-29 11:00,USDC,FROM,0x85ff339d884ff56ba642fd6f91d084a133388759,224990.0
2024-05-31 07:00,USDC,TO,0x75ff84530c0628485127c8501fad8a555307488c,1059.55
2024-05-31 07:00,USDT,TO,0x75ff84530c0628485127c8501fad8a555307488c,25010.927832
2024-05-31 07:00,USDT,FROM,0xbb0da4daa713b1354d1df8a38e93c3b0d568a2c4,10000.0
2024-05-31 12:00,USDT,FROM,0x178697ff489b390526c636dca1acca30d63c5c67,4050.0
2024-06-07 08:00,USDT,TO,0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251,139808.035066
2024-06-07 11:00,USDC,FROM,0x70329444f2b33881d5de53a7af51f2485143ed3f,135.0
2024-06-07 12:00,USDT,FROM,0x84f19939ed43949bef844112ff4dfb047a38c8d4,50000.0
2024-06-10 09:00,USDT,FROM,0x6a955df8f99d2a3054f9e270658b8f4bf4fdde08,10.0
2024-06-10 09:00,USDT,TO,0x6a95e95cfa1be6c4890f785afabaa21771acde08,10.0
2024-06-10 12:00,USDT,FROM,0x6a955df8f99d2a3054f9e270658b8f4bf4fdde08,89990.0
2024-06-11 16:00,USDT,FROM,0x53bb01379c7e6f74655d603916c272a13bf33757,2700.0
2024-06-13 08:00,USDT,FROM,0xde16946aec0ed6826ca457b3e76de4c1d49087c4,5000.0
2024-06-13 08:00,USDT,FROM,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,120.0
2024-06-13 19:00,USDT,FROM,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,4000.0
2024-06-14 10:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,101069.430985
2024-06-14 11:00,USDC,FROM,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,22467.37
2024-06-14 11:00,USDC,FROM,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,6000.0
2024-06-14 11:00,USDC,FROM,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,5000.0
2024-06-14 11:00,USDC,FROM,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000.0
2024-06-14 11:00,USDC,FROM,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,5000.0
2024-06-14 11:00,USDC,FROM,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4000.0
2024-06-17 11:00,USDC,FROM,0x348834d07fbb97e2b73fb4619a26abf592080e27,50000.0
2024-06-20 07:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,60311.721848
2024-06-20 10:00,USDC,FROM,0x77763143b15b916cf6d9851a07009a547ebb21c0,1350.0
2024-06-20 10:00,USDC,FROM,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,11055.87
2024-06-24 11:00,USDC,FROM,0x24c254e27b7d5a73e40059f331a0042c0da0b176,10000.0
2024-06-28 14:00,USDC,FROM,0x4b85f34abc79c3fb2c82c4c84c1bf1adbcee2de4,2000.0
2024-06-29 15:00,USDC,FROM,0x8e4bdeec7ceb9570d440676345da1dce10329f5b,2500.0
2024-06-29 15:00,USDC,FROM,0x8340ab646553afb706f2eaaf839c548eb71accae,4000.0
2024-07-01 10:00,USDT,TO,0x83c41363cbee0081dab75cb841fa24f3db46627e,1379.00064
2024-07-03 10:00,USDT,FROM,0x7239cb01168759a8ba706264aa0a03bba54db7f5,400.0
2024-07-10 10:00,USDC,FROM,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,640.0
2024-07-10 10:00,USDT,FROM,0x7239cb01168759a8ba706264aa0a03bba54db7f5,1000.0
2024-07-10 16:00,USDC,TO,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,149922.525148
2024-07-10 16:00,USDC,FROM,0x9008d19f58aabd9ed0d60971565aa8510560ab41,40000.0
2024-07-10 16:00,USDT,TO,0x9008d19f58aabd9ed0d60971565aa8510560ab41,39955.916105
2024-07-10 17:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,39908.0
2024-07-15 09:00,USDC,FROM,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,12739.76
2024-07-15 10:00,USDC,FROM,0x9008d19f58aabd9ed0d60971565aa8510560ab41,42000.0
2024-07-15 10:00,USDT,TO,0x9008d19f58aabd9ed0d60971565aa8510560ab41,41937.813624
2024-07-15 12:00,USDC,FROM,0x518ef04d874437a23283094f622fa054b0a55344,7500.0
2024-07-15 15:00,USDC,FROM,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,22912.05
2024-07-15 15:00,USDC,FROM,0x24c254e27b7d5a73e40059f331a0042c0da0b176,10000.0
2024-07-15 15:00,USDC,FROM,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,5000.0
2024-07-15 15:00,USDC,FROM,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,6000.0
2024-07-15 15:00,USDC,FROM,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,5000.0
2024-07-15 15:00,USDC,FROM,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000.0
2024-07-15 15:00,USDC,FROM,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4000.0
2024-07-15 15:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,39925.96
2024-07-23 08:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,150864.663583
2024-07-23 09:00,USDC,FROM,0x9b0e520786d8abd52e6fb6650ef5b97c185dd816,10.0
2024-07-23 09:00,USDC,TO,0x9b0e592d8779fc5bf0919a171961d9c7b777d816,10.0
2024-07-23 09:00,USDC,FROM,0x9b0e592d8779fc5bf0919a171961d9c7b777d816,0.0
2024-07-23 09:00,USDC,TO,0x9b0e353cf298b932c87bff377060979b4e5dd816,0.1
2024-07-23 09:00,USDC,FROM,0x9b0e520786d8abd52e6fb6650ef5b97c185dd816,149990.0
2024-07-30 08:00,USDC,FROM,0xb104c36540604bc406a4d8510b1b82d30b5cdb78,1093.0
2024-07-30 09:00,USDC,FROM,0x8e4bdeec7ceb9570d440676345da1dce10329f5b,2500.0
2024-07-31 09:00,USDT,TO,0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251,149826.23746
2024-07-31 10:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,39903.09
2024-08-09 12:00,USDC,TO,0x9008d19f58aabd9ed0d60971565aa8510560ab41,49962.235791
2024-08-09 12:00,USDT,FROM,0x9008d19f58aabd9ed0d60971565aa8510560ab41,50000.0
2024-08-09 13:00,USDT,FROM,0x7239cb01168759a8ba706264aa0a03bba54db7f5,1000.0
2024-08-09 13:00,USDT,FROM,0x70329444f2b33881d5de53a7af51f2485143ed3f,50000.0
2024-08-13 07:00,USDC,FROM,0x9008d19f58aabd9ed0d60971565aa8510560ab41,30000.602097
2024-08-13 07:00,USDT,TO,0x9008d19f58aabd9ed0d60971565aa8510560ab41,29960.171422
2024-08-13 08:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,38004.57
2024-08-15 09:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,99915.566483
2024-08-15 12:00,USDC,FROM,0x3063f51378fb862bc040408b39851a938b1bfe39,23027.55
2024-08-15 12:00,USDC,FROM,0x24c254e27b7d5a73e40059f331a0042c0da0b176,10000.0
2024-08-15 12:00,USDC,FROM,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,8000.0
2024-08-15 12:00,USDC,FROM,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,6000.0
2024-08-15 12:00,USDC,FROM,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,6000.0
2024-08-15 12:00,USDC,FROM,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000.0
2024-08-15 12:00,USDC,FROM,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4800.0
2024-08-19 08:00,USDC,FROM,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,8177.32
2024-08-19 08:00,USDC,FROM,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,120.0
2024-08-28 10:00,USDC,FROM,0x3063f51378fb862bc040408b39851a938b1bfe39,236.0
2024-09-02 07:00,USDC,FROM,0x9008d19f58aabd9ed0d60971565aa8510560ab41,34000.0
2024-09-02 07:00,USDC,FROM,0x8e4bdeec7ceb9570d440676345da1dce10329f5b,2500.0
2024-09-02 07:00,USDT,TO,0x9008d19f58aabd9ed0d60971565aa8510560ab41,33970.594686
2024-09-02 07:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,31409.86
2024-09-02 14:00,USDT,FROM,0x7239cb01168759a8ba706264aa0a03bba54db7f5,1000.0
2024-09-06 06:00,USDC,FROM,0x9008d19f58aabd9ed0d60971565aa8510560ab41,30000.0
2024-09-06 06:00,USDT,TO,0x9008d19f58aabd9ed0d60971565aa8510560ab41,29974.963324
2024-09-06 08:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,139882.269815
2024-09-06 09:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,30610.85
2024-09-10 09:00,USDC,FROM,0x52f4de8889ccdac45a10ee02d179aaaf2f5a1529,37800.0
2024-09-10 13:00,USDC,FROM,0x3063f51378fb862bc040408b39851a938b1bfe39,1000.0
2024-09-15 12:00,USDC,FROM,0x3063f51378fb862bc040408b39851a938b1bfe39,23273.25
2024-09-15 12:00,USDC,FROM,0x24c254e27b7d5a73e40059f331a0042c0da0b176,10000.0
2024-09-15 12:00,USDC,FROM,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,8000.0
2024-09-15 12:00,USDC,FROM,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,6000.0
2024-09-15 12:00,USDC,FROM,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,6000.0
2024-09-15 12:00,USDC,FROM,0x270263b480d1354ab6a44ed5c6b505347b0f86eb,3750.0
2024-09-15 12:00,USDC,FROM,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4800.0
2024-09-17 07:00,USDC,FROM,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,9675.31
2024-09-17 07:00,USDC,FROM,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000.0
2024-09-19 08:00,USDC,FROM,0x302f1ec46029a00457b1929c1aa5610471e9c682,1248.0
2024-09-25 07:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,99901.756777
2024-09-25 07:00,USDC,FROM,0x70329444f2b33881d5de53a7af51f2485143ed3f,50000.0
2024-09-25 08:00,USDC,FROM,0xd266d61ac22c2a2ac2dd832e79c14ea152c998d6,50000.0
2024-09-25 10:00,USDT,FROM,0x53bb01379c7e6f74655d603916c272a13bf33757,2700.0
2024-09-26 05:00,USDC,FROM,0x9008d19f58aabd9ed0d60971565aa8510560ab41,32000.163075
2024-09-26 05:00,USDT,TO,0x9008d19f58aabd9ed0d60971565aa8510560ab41,31974.284818
2024-09-26 05:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,32193.71
2024-09-30 08:00,USDC,FROM,0x3063f51378fb862bc040408b39851a938b1bfe39,564.0
2024-10-01 13:00,USDT,TO,0x4a72907eeb02ff3e816fec0ca3356f45ba67d1ec,9000.0
2024-10-07 07:00,USDT,TO,0x663dc15d3c1ac63ff12e45ab68fea3f0a883c251,99855.425415
2024-10-07 10:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,39046.14
2024-10-15 15:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,99897.116211
2024-10-15 15:00,USDT,FROM,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,9556.76
2024-10-15 16:00,USDC,FROM,0x3063f51378fb862bc040408b39851a938b1bfe39,22899.51
2024-10-15 16:00,USDC,FROM,0x24c254e27b7d5a73e40059f331a0042c0da0b176,10000.0
2024-10-15 16:00,USDC,FROM,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,6000.0
2024-10-15 16:00,USDC,FROM,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,8000.0
2024-10-15 16:00,USDC,FROM,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,6000.0
2024-10-15 16:00,USDC,FROM,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000.0
2024-10-15 16:00,USDC,FROM,0x270263b480d1354ab6a44ed5c6b505347b0f86eb,1875.0
2024-10-15 16:00,USDC,FROM,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4800.0
2024-10-18 10:00,USDC,FROM,0xfed9c910984c2e7a5763d26d1bb2af0056b5b1e2,9800.0
2024-10-24 07:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,42010.16
2024-10-31 06:00,USDC,TO,0x9e4e147d103def9e98462884e7ce06385f8ac540,4648.24
2024-11-04 06:00,USDC,FROM,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,12908.4
2024-11-04 10:00,USDC,FROM,0x3063f51378fb862bc040408b39851a938b1bfe39,2620.0
2024-11-04 10:00,USDC,FROM,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,194.79
2024-11-06 10:00,USDT,TO,0x9008d19f58aabd9ed0d60971565aa8510560ab41,28735.060008
2024-11-06 11:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,34751.87
2024-11-11 05:00,USDC,FROM,0x9886e1f4161b673da0ccc37bb5eefdc46e3a4968,15000.0
2024-11-13 11:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,199795.181408
2024-11-13 12:00,USDC,FROM,0x06555ddd07673c457a631a18754cfbb320afb0e6,50.0
2024-11-14 07:00,USDC,FROM,0x06555ddd07673c457a631a18754cfbb320afb0e6,99950.0
2024-11-15 07:00,USDC,FROM,0x3063f51378fb862bc040408b39851a938b1bfe39,22517.0
2024-11-15 07:00,USDC,FROM,0x3154677b603c2b30810b46a56b46892aa09d60e2,10000.0
2024-11-15 07:00,USDC,FROM,0x21516572cf3c12054f9e612788b20bea1a6bfa0a,8000.0
2024-11-15 07:00,USDC,FROM,0x2305a370e186a87f3dffd08c9a0b1f31e9520249,6000.0
2024-11-15 07:00,USDC,FROM,0x0f6889f7de048f0c913e919cbe8e7aa4a55c48b1,6000.0
2024-11-15 07:00,USDC,FROM,0xcf52c5cbf5bc68f9505c028e994a277d0bc1b23b,3000.0
2024-11-15 07:00,USDC,FROM,0x5b6b4af06798a8c85e8c5effd69b112623e97fd3,4800.0
2024-11-15 07:00,USDC,FROM,0xfed9c910984c2e7a5763d26d1bb2af0056b5b1e2,10500.0
2024-11-15 12:00,USDC,FROM,0x270263b480d1354ab6a44ed5c6b505347b0f86eb,3750.0
2024-11-21 07:00,USDC,FROM,0x9008d19f58aabd9ed0d60971565aa8510560ab41,25000.0
2024-11-21 07:00,USDT,TO,0x9008d19f58aabd9ed0d60971565aa8510560ab41,24955.317571
2024-11-22 06:00,USDT,FROM,0x7b464929a7c7c9f59335211a0f699667322b4f14,29518.31
2024-11-28 12:00,USDC,FROM,0x3063f51378fb862bc040408b39851a938b1bfe39,3970.0
2024-11-29 07:00,USDC,TO,0x555ce236c0220695b68341bc48c68d52210cc35b,149862.406819
2024-11-29 07:00,USDC,FROM,0xf3b93c63bc7383aa3462b082ed953c78137b12d4,20.0
2024-11-29 09:00,USDC,FROM,0xf3b93c63bc7383aa3462b082ed953c78137b12d4,149980.0
2024-11-30 10:00,USDT,FROM,0x5319f2b11aef28a8bdd96ff2dc9c7040960d4ad9,3000.0
2024-11-30 10:00,USDT,FROM,0xb5f7f4ec1196dc451de567c198019820dd8a3e69,2000.0
